                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN4848100000000   48     481   Wharton County, TX                                2018        21,416       20,620        796      3.7
CN4848300000000   48     483   Wheeler County, TX                                2018         2,474        2,396         78      3.2
CN4848500000000   48     485   Wichita County, TX                                2018        56,739       54,802      1,937      3.4
CN4848700000000   48     487   Wilbarger County, TX                              2018         4,993        4,786        207      4.1
CN4848900000000   48     489   Willacy County, TX                                2018         6,381        5,747        634      9.9
CN4849100000000   48     491   Williamson County, TX                             2018       300,336      291,168      9,168      3.1
CN4849300000000   48     493   Wilson County, TX                                 2018        24,556       23,806        750      3.1
CN4849500000000   48     495   Winkler County, TX                                2018         4,030        3,917        113      2.8
CN4849700000000   48     497   Wise County, TX                                   2018        30,816       29,753      1,063      3.4
CN4849900000000   48     499   Wood County, TX                                   2018        17,343       16,607        736      4.2
CN4850100000000   48     501   Yoakum County, TX                                 2018         3,736        3,630        106      2.8
CN4850300000000   48     503   Young County, TX                                  2018         8,187        7,922        265      3.2
CN4850500000000   48     505   Zapata County, TX                                 2018         5,376        5,077        299      5.6
CN4850700000000   48     507   Zavala County, TX                                 2018         3,593        3,250        343      9.5
CN4900100000000   49     001   Beaver County, UT                                 2018         3,014        2,908        106      3.5
CN4900300000000   49     003   Box Elder County, UT                              2018        25,435       24,662        773      3.0
CN4900500000000   49     005   Cache County, UT                                  2018        63,262       61,563      1,699      2.7
CN4900700000000   49     007   Carbon County, UT                                 2018         8,477        8,092        385      4.5
CN4900900000000   49     009   Daggett County, UT                                2018           410          392         18      4.4
CN4901100000000   49     011   Davis County, UT                                  2018       170,592      165,587      5,005      2.9
CN4901300000000   49     013   Duchesne County, UT                               2018         7,724        7,369        355      4.6
CN4901500000000   49     015   Emery County, UT                                  2018         4,342        4,134        208      4.8
CN4901700000000   49     017   Garfield County, UT                               2018         2,789        2,572        217      7.8
CN4901900000000   49     019   Grand County, UT                                  2018         6,084        5,795        289      4.8
CN4902100000000   49     021   Iron County, UT                                   2018        22,815       22,001        814      3.6
CN4902300000000   49     023   Juab County, UT                                   2018         5,574        5,408        166      3.0
CN4902500000000   49     025   Kane County, UT                                   2018         3,798        3,676        122      3.2
CN4902700000000   49     027   Millard County, UT                                2018         6,239        6,035        204      3.3
CN4902900000000   49     029   Morgan County, UT                                 2018         5,446        5,294        152      2.8
CN4903100000000   49     031   Piute County, UT                                  2018           482          456         26      5.4
CN4903300000000   49     033   Rich County, UT                                   2018         1,176        1,137         39      3.3
CN4903500000000   49     035   Salt Lake County, UT                              2018       620,909      602,123     18,786      3.0
CN4903700000000   49     037   San Juan County, UT                               2018         5,755        5,396        359      6.2
CN4903900000000   49     039   Sanpete County, UT                                2018        12,476       12,011        465      3.7
CN4904100000000   49     041   Sevier County, UT                                 2018         9,879        9,525        354      3.6
CN4904300000000   49     043   Summit County, UT                                 2018        24,320       23,581        739      3.0
CN4904500000000   49     045   Tooele County, UT                                 2018        32,612       31,486      1,126      3.5
CN4904700000000   49     047   Uintah County, UT                                 2018        13,595       12,954        641      4.7
CN4904900000000   49     049   Utah County, UT                                   2018       299,868      291,391      8,477      2.8
CN4905100000000   49     051   Wasatch County, UT                                2018        15,108       14,633        475      3.1
CN4905300000000   49     053   Washington County, UT                             2018        73,929       71,412      2,517      3.4
CN4905500000000   49     055   Wayne County, UT                                  2018         1,435        1,349         86      6.0
CN4905700000000   49     057   Weber County, UT                                  2018       124,592      120,217      4,375      3.5
CN5000100000000   50     001   Addison County, VT                                2018        20,782       20,248        534      2.6
CN5000300000000   50     003   Bennington County, VT                             2018        18,308       17,732        576      3.1
CN5000500000000   50     005   Caledonia County, VT                              2018        14,770       14,289        481      3.3
CN5000700000000   50     007   Chittenden County, VT                             2018        96,716       94,732      1,984      2.1
CN5000900000000   50     009   Essex County, VT                                  2018         2,698        2,600         98      3.6
CN5001100000000   50     011   Franklin County, VT                               2018        27,610       26,913        697      2.5
CN5001300000000   50     013   Grand Isle County, VT                             2018         4,054        3,925        129      3.2
CN5001500000000   50     015   Lamoille County, VT                               2018        14,071       13,576        495      3.5
CN5001700000000   50     017   Orange County, VT                                 2018        15,980       15,554        426      2.7
CN5001900000000   50     019   Orleans County, VT                                2018        13,612       13,008        604      4.4
CN5002100000000   50     021   Rutland County, VT                                2018        31,142       30,167        975      3.1
CN5002300000000   50     023   Washington County, VT                             2018        34,497       33,601        896      2.6
CN5002500000000   50     025   Windham County, VT                                2018        22,643       21,997        646      2.9
CN5002700000000   50     027   Windsor County, VT                                2018        29,178       28,496        682      2.3
CN5100100000000   51     001   Accomack County, VA                               2018        16,762       16,123        639      3.8
CN5100300000000   51     003   Albemarle County, VA                              2018        55,903       54,408      1,495      2.7
CN5100500000000   51     005   Alleghany County, VA                              2018         6,948        6,687        261      3.8
CN5100700000000   51     007   Amelia County, VA                                 2018         6,240        6,039        201      3.2
CN5100900000000   51     009   Amherst County, VA                                2018        14,984       14,496        488      3.3
CN5101100000000   51     011   Appomattox County, VA                             2018         7,083        6,825        258      3.6
CN5101300000000   51     013   Arlington County, VA                              2018       151,720      148,692      3,028      2.0
CN5101500000000   51     015   Augusta County, VA                                2018        36,922       35,929        993      2.7
CN5101700000000   51     017   Bath County, VA                                   2018         2,502        2,439         63      2.5
CN5101900000000   51     019   Bedford County, VA                                2018        38,097       36,934      1,163      3.1
CN5102100000000   51     021   Bland County, VA                                  2018         2,834        2,744         90      3.2
CN5102300000000   51     023   Botetourt County, VA                              2018        17,222       16,758        464      2.7
CN5102500000000   51     025   Brunswick County, VA                              2018         5,990        5,698        292      4.9
CN5102700000000   51     027   Buchanan County, VA                               2018         6,952        6,572        380      5.5
CN5102900000000   51     029   Buckingham County, VA                             2018         6,357        6,077        280      4.4
CN5103100000000   51     031   Campbell County, VA                               2018        26,036       25,165        871      3.3
CN5103300000000   51     033   Caroline County, VA                               2018        15,067       14,547        520      3.5
CN5103500000000   51     035   Carroll County, VA                                2018        13,341       12,863        478      3.6
CN5103600000000   51     036   Charles City County, VA                           2018         3,692        3,547        145      3.9
CN5103700000000   51     037   Charlotte County, VA                              2018         5,225        5,034        191      3.7
CN5104100000000   51     041   Chesterfield County, VA                           2018       184,434      179,055      5,379      2.9
CN5104300000000   51     043   Clarke County, VA                                 2018         7,545        7,329        216      2.9
CN5104500000000   51     045   Craig County, VA                                  2018         2,286        2,205         81      3.5
CN5104700000000   51     047   Culpeper County, VA                               2018        24,178       23,490        688      2.8
CN5104900000000   51     049   Cumberland County, VA                             2018         4,636        4,485        151      3.3
CN5105100000000   51     051   Dickenson County, VA                              2018         4,495        4,261        234      5.2
CN5105300000000   51     053   Dinwiddie County, VA                              2018        13,470       12,997        473      3.5
CN5105700000000   51     057   Essex County, VA                                  2018         5,493        5,281        212      3.9
CN5105900000000   51     059   Fairfax County, VA                                2018       630,229      614,909     15,320      2.4
CN5106100000000   51     061   Fauquier County, VA                               2018        36,319       35,375        944      2.6
CN5106300000000   51     063   Floyd County, VA                                  2018         8,105        7,884        221      2.7
CN5106500000000   51     065   Fluvanna County, VA                               2018        13,553       13,214        339      2.5
CN5106700000000   51     067   Franklin County, VA                               2018        26,271       25,464        807      3.1
CN5106900000000   51     069   Frederick County, VA                              2018        46,803       45,591      1,212      2.6
CN5107100000000   51     071   Giles County, VA                                  2018         7,845        7,584        261      3.3
CN5107300000000   51     073   Gloucester County, VA                             2018        19,445       18,924        521      2.7
CN5107500000000   51     075   Goochland County, VA                              2018        10,913       10,590        323      3.0
CN5107700000000   51     077   Grayson County, VA                                2018         7,643        7,409        234      3.1
CN5107900000000   51     079   Greene County, VA                                 2018        10,261       10,003        258      2.5
CN5108100000000   51     081   Greensville County, VA                            2018         4,388        4,227        161      3.7
CN5108300000000   51     083   Halifax County, VA                                2018        15,201       14,578        623      4.1
CN5108500000000   51     085   Hanover County, VA                                2018        58,367       56,844      1,523      2.6
CN5108700000000   51     087   Henrico County, VA                                2018       180,933      175,546      5,387      3.0
CN5108900000000   51     089   Henry County, VA                                  2018        23,565       22,682        883      3.7
CN5109100000000   51     091   Highland County, VA                               2018         1,253        1,219         34      2.7
CN5109300000000   51     093   Isle of Wight County, VA                          2018        19,135       18,567        568      3.0
CN5109500000000   51     095   James City County, VA                             2018        36,069       35,023      1,046      2.9
CN5109700000000   51     097   King and Queen County, VA                         2018         3,849        3,732        117      3.0
CN5109900000000   51     099   King George County, VA                            2018        13,155       12,768        387      2.9
CN5110100000000   51     101   King William County, VA                           2018         9,004        8,741        263      2.9
CN5110300000000   51     103   Lancaster County, VA                              2018         5,291        5,061        230      4.3
CN5110500000000   51     105   Lee County, VA                                    2018         8,322        7,980        342      4.1
CN5110700000000   51     107   Loudoun County, VA                                2018       216,433      211,128      5,305      2.5
CN5110900000000   51     109   Louisa County, VA                                 2018        19,660       19,121        539      2.7
CN5111100000000   51     111   Lunenburg County, VA                              2018         5,340        5,167        173      3.2
CN5111300000000   51     113   Madison County, VA                                2018         7,261        7,086        175      2.4
CN5111500000000   51     115   Mathews County, VA                                2018         4,111        3,987        124      3.0
CN5111700000000   51     117   Mecklenburg County, VA                            2018        12,636       12,121        515      4.1
CN5111900000000   51     119   Middlesex County, VA                              2018         5,258        5,119        139      2.6
CN5112100000000   51     121   Montgomery County, VA                             2018        49,715       48,262      1,453      2.9
CN5112500000000   51     125   Nelson County, VA                                 2018         7,399        7,173        226      3.1
CN5112700000000   51     127   New Kent County, VA                               2018        12,070       11,741        329      2.7
CN5113100000000   51     131   Northampton County, VA                            2018         5,382        5,091        291      5.4
CN5113300000000   51     133   Northumberland County, VA                         2018         5,556        5,309        247      4.4
CN5113500000000   51     135   Nottoway County, VA                               2018         7,226        7,004        222      3.1
CN5113700000000   51     137   Orange County, VA                                 2018        16,967       16,459        508      3.0
CN5113900000000   51     139   Page County, VA                                   2018        11,849       11,357        492      4.2
CN5114100000000   51     141   Patrick County, VA                                2018         7,438        7,151        287      3.9
CN5114300000000   51     143   Pittsylvania County, VA                           2018        30,546       29,461      1,085      3.6
CN5114500000000   51     145   Powhatan County, VA                               2018        13,821       13,447        374      2.7
CN5114700000000   51     147   Prince Edward County, VA                          2018        10,330        9,936        394      3.8
CN5114900000000   51     149   Prince George County, VA                          2018        14,955       14,414        541      3.6
CN5115300000000   51     153   Prince William County, VA                         2018       241,651      235,070      6,581      2.7
CN5115500000000   51     155   Pulaski County, VA                                2018        16,055       15,500        555      3.5
CN5115700000000   51     157   Rappahannock County, VA                           2018         3,701        3,600        101      2.7
CN5115900000000   51     159   Richmond County, VA                               2018         4,040        3,916        124      3.1
CN5116100000000   51     161   Roanoke County, VA                                2018        48,833       47,504      1,329      2.7
CN5116300000000   51     163   Rockbridge County, VA                             2018        10,514       10,199        315      3.0
CN5116500000000   51     165   Rockingham County, VA                             2018        40,737       39,658      1,079      2.6
CN5116700000000   51     167   Russell County, VA                                2018        11,205       10,727        478      4.3
CN5116900000000   51     169   Scott County, VA                                  2018         9,250        8,951        299      3.2
CN5117100000000   51     171   Shenandoah County, VA                             2018        22,092       21,465        627      2.8
CN5117300000000   51     173   Smyth County, VA                                  2018        13,714       13,169        545      4.0
CN5117500000000   51     175   Southampton County, VA                            2018         9,024        8,772        252      2.8
CN5117700000000   51     177   Spotsylvania County, VA                           2018        66,032       64,026      2,006      3.0
CN5117900000000   51     179   Stafford County, VA                               2018        70,084       68,014      2,070      3.0
CN5118100000000   51     181   Surry County, VA                                  2018         3,716        3,587        129      3.5
CN5118300000000   51     183   Sussex County, VA                                 2018         3,822        3,635        187      4.9
CN5118500000000   51     185   Tazewell County, VA                               2018        15,905       15,207        698      4.4
CN5118700000000   51     187   Warren County, VA                                 2018        20,094       19,479        615      3.1
CN5119100000000   51     191   Washington County, VA                             2018        26,683       25,785        898      3.4
CN5119300000000   51     193   Westmoreland County, VA                           2018         9,367        9,026        341      3.6
CN5119500000000   51     195   Wise County, VA                                   2018        13,198       12,542        656      5.0
CN5119700000000   51     197   Wythe County, VA                                  2018        13,694       13,186        508      3.7
CN5119900000000   51     199   York County, VA                                   2018        32,590       31,681        909      2.8
CN5151000000000   51     510   Alexandria city, VA                               2018       100,409       98,154      2,255      2.2
CN5152000000000   51     520   Bristol city, VA                                  2018         7,316        7,045        271      3.7
CN5153000000000   51     530   Buena Vista city, VA                              2018         3,347        3,243        104      3.1
CN5154000000000   51     540   Charlottesville city, VA                          2018        26,014       25,352        662      2.5
CN5155000000000   51     550   Chesapeake city, VA                               2018       121,125      117,440      3,685      3.0
CN5157000000000   51     570   Colonial Heights city, VA                         2018         8,779        8,490        289      3.3
CN5158000000000   51     580   Covington city, VA                                2018         2,401        2,290        111      4.6
CN5159000000000   51     590   Danville city, VA                                 2018        19,579       18,590        989      5.1
CN5159500000000   51     595   Emporia city, VA                                  2018         2,342        2,231        111      4.7
CN5160000000000   51     600   Fairfax city, VA                                  2018        13,113       12,813        300      2.3
CN5161000000000   51     610   Falls Church city, VA                             2018         8,436        8,255        181      2.1
CN5162000000000   51     620   Franklin city, VA                                 2018         3,587        3,430        157      4.4
CN5163000000000   51     630   Fredericksburg city, VA                           2018        13,690       13,214        476      3.5
CN5164000000000   51     640   Galax city, VA                                    2018         2,946        2,844        102      3.5
CN5165000000000   51     650   Hampton city, VA                                  2018        64,378       61,782      2,596      4.0
CN5166000000000   51     660   Harrisonburg city, VA                             2018        24,736       23,879        857      3.5
CN5167000000000   51     670   Hopewell city, VA                                 2018         9,703        9,240        463      4.8
CN5167800000000   51     678   Lexington city, VA                                2018         2,074        1,977         97      4.7
CN5168000000000   51     680   Lynchburg city, VA                                2018        35,927       34,490      1,437      4.0
CN5168300000000   51     683   Manassas city, VA                                 2018        21,856       21,271        585      2.7
CN5168500000000   51     685   Manassas Park city, VA                            2018         8,944        8,702        242      2.7
CN5169000000000   51     690   Martinsville city, VA                             2018         5,456        5,203        253      4.6
CN5170000000000   51     700   Newport News city, VA                             2018        88,872       85,665      3,207      3.6
CN5171000000000   51     710   Norfolk city, VA                                  2018       111,524      107,496      4,028      3.6
CN5172000000000   51     720   Norton city, VA                                   2018         1,659        1,594         65      3.9
CN5173000000000   51     730   Petersburg city, VA                               2018        13,120       12,322        798      6.1
CN5173500000000   51     735   Poquoson city, VA                                 2018         6,288        6,119        169      2.7
CN5174000000000   51     740   Portsmouth city, VA                               2018        44,095       42,303      1,792      4.1
CN5175000000000   51     750   Radford city, VA                                  2018         8,301        7,993        308      3.7
CN5176000000000   51     760   Richmond city, VA                                 2018       117,259      113,125      4,134      3.5
CN5177000000000   51     770   Roanoke city, VA                                  2018        48,774       47,199      1,575      3.2
CN5177500000000   51     775   Salem city, VA                                    2018        12,993       12,610        383      2.9
CN5179000000000   51     790   Staunton city, VA                                 2018        11,920       11,578        342      2.9
CN5180000000000   51     800   Suffolk city, VA                                  2018        44,014       42,595      1,419      3.2
CN5181000000000   51     810   Virginia Beach city, VA                           2018       232,342      225,695      6,647      2.9
CN5182000000000   51     820   Waynesboro city, VA                               2018        10,461       10,123        338      3.2
CN5183000000000   51     830   Williamsburg city, VA                             2018         6,729        6,458        271      4.0
CN5184000000000   51     840   Winchester city, VA                               2018        14,588       14,161        427      2.9
CN5300100000000   53     001   Adams County, WA                                  2018         9,479        8,968        511      5.4
CN5300300000000   53     003   Asotin County, WA                                 2018        10,153        9,711        442      4.4
CN5300500000000   53     005   Benton County, WA                                 2018        99,084       93,924      5,160      5.2
CN5300700000000   53     007   Chelan County, WA                                 2018        45,580       43,517      2,063      4.5
CN5300900000000   53     009   Clallam County, WA                                2018        28,030       26,240      1,790      6.4
CN5301100000000   53     011   Clark County, WA                                  2018       230,353      219,230     11,123      4.8
CN5301300000000   53     013   Columbia County, WA                               2018         1,789        1,689        100      5.6
CN5301500000000   53     015   Cowlitz County, WA                                2018        45,923       43,194      2,729      5.9
CN5301700000000   53     017   Douglas County, WA                                2018        21,603       20,452      1,151      5.3
CN5301900000000   53     019   Ferry County, WA                                  2018         2,488        2,196        292     11.7
CN5302100000000   53     021   Franklin County, WA                               2018        41,496       38,981      2,515      6.1
CN5302300000000   53     023   Garfield County, WA                               2018           901          849         52      5.8
CN5302500000000   53     025   Grant County, WA                                  2018        46,386       43,492      2,894      6.2
CN5302700000000   53     027   Grays Harbor County, WA                           2018        28,109       26,217      1,892      6.7
CN5302900000000   53     029   Island County, WA                                 2018        34,628       32,818      1,810      5.2
CN5303100000000   53     031   Jefferson County, WA                              2018        12,156       11,448        708      5.8
CN5303300000000   53     033   King County, WA                                   2018     1,258,687    1,215,220     43,467      3.5
CN5303500000000   53     035   Kitsap County, WA                                 2018       122,885      117,172      5,713      4.6
CN5303700000000   53     037   Kittitas County, WA                               2018        22,541       21,351      1,190      5.3
CN5303900000000   53     039   Klickitat County, WA                              2018        10,076        9,503        573      5.7
CN5304100000000   53     041   Lewis County, WA                                  2018        33,752       31,630      2,122      6.3
CN5304300000000   53     043   Lincoln County, WA                                2018         5,069        4,823        246      4.9
CN5304500000000   53     045   Mason County, WA                                  2018        24,274       22,743      1,531      6.3
CN5304700000000   53     047   Okanogan County, WA                               2018        20,808       19,477      1,331      6.4
CN5304900000000   53     049   Pacific County, WA                                2018         8,403        7,825        578      6.9
CN5305100000000   53     051   Pend Oreille County, WA                           2018         4,812        4,467        345      7.2
CN5305300000000   53     053   Pierce County, WA                                 2018       424,137      402,190     21,947      5.2
CN5305500000000   53     055   San Juan County, WA                               2018         8,160        7,839        321      3.9
CN5305700000000   53     057   Skagit County, WA                                 2018        60,278       57,152      3,126      5.2
CN5305900000000   53     059   Skamania County, WA                               2018         5,335        5,036        299      5.6
CN5306100000000   53     061   Snohomish County, WA                              2018       430,470      414,289     16,181      3.8
CN5306300000000   53     063   Spokane County, WA                                2018       244,056      231,302     12,754      5.2
CN5306500000000   53     065   Stevens County, WA                                2018        18,379       17,070      1,309      7.1
CN5306700000000   53     067   Thurston County, WA                               2018       137,697      131,144      6,553      4.8
CN5306900000000   53     069   Wahkiakum County, WA                              2018         1,317        1,231         86      6.5
CN5307100000000   53     071   Walla Walla County, WA                            2018        29,270       27,887      1,383      4.7
CN5307300000000   53     073   Whatcom County, WA                                2018       111,670      106,375      5,295      4.7
CN5307500000000   53     075   Whitman County, WA                                2018        23,685       22,660      1,025      4.3
CN5307700000000   53     077   Yakima County, WA                                 2018       129,176      120,986      8,190      6.3
CN5400100000000   54     001   Barbour County, WV                                2018         6,816        6,407        409      6.0
CN5400300000000   54     003   Berkeley County, WV                               2018        56,576       54,264      2,312      4.1
CN5400500000000   54     005   Boone County, WV                                  2018         7,452        6,994        458      6.1
CN5400700000000   54     007   Braxton County, WV                                2018         5,085        4,727        358      7.0
CN5400900000000   54     009   Brooke County, WV                                 2018         9,822        9,219        603      6.1
CN5401100000000   54     011   Cabell County, WV                                 2018        41,287       39,332      1,955      4.7
CN5401300000000   54     013   Calhoun County, WV                                2018         2,417        2,165        252     10.4
CN5401500000000   54     015   Clay County, WV                                   2018         3,113        2,850        263      8.4
CN5401700000000   54     017   Doddridge County, WV                              2018         3,968        3,810        158      4.0
CN5401900000000   54     019   Fayette County, WV                                2018        15,785       14,770      1,015      6.4
CN5402100000000   54     021   Gilmer County, WV                                 2018         2,379        2,229        150      6.3
CN5402300000000   54     023   Grant County, WV                                  2018         5,799        5,470        329      5.7
CN5402500000000   54     025   Greenbrier County, WV                             2018        15,611       14,811        800      5.1
CN5402700000000   54     027   Hampshire County, WV                              2018        10,509       10,063        446      4.2
CN5402900000000   54     029   Hancock County, WV                                2018        12,846       12,088        758      5.9
CN5403100000000   54     031   Hardy County, WV                                  2018         5,738        5,420        318      5.5
CN5403300000000   54     033   Harrison County, WV                               2018        34,132       32,590      1,542      4.5
CN5403500000000   54     035   Jackson County, WV                                2018        16,374       15,725        649      4.0
CN5403700000000   54     037   Jefferson County, WV                              2018        29,579       28,596        983      3.3
CN5403900000000   54     039   Kanawha County, WV                                2018        82,263       78,000      4,263      5.2
CN5404100000000   54     041   Lewis County, WV                                  2018         6,560        6,187        373      5.7
CN5404300000000   54     043   Lincoln County, WV                                2018         7,112        6,618        494      6.9
CN5404500000000   54     045   Logan County, WV                                  2018        10,624        9,878        746      7.0
CN5404700000000   54     047   McDowell County, WV                               2018         4,470        4,048        422      9.4
CN5404900000000   54     049   Marion County, WV                                 2018        25,169       23,730      1,439      5.7
CN5405100000000   54     051   Marshall County, WV                               2018        14,237       13,413        824      5.8
CN5405300000000   54     053   Mason County, WV                                  2018         9,832        9,139        693      7.0
CN5405500000000   54     055   Mercer County, WV                                 2018        20,928       19,608      1,320      6.3
CN5405700000000   54     057   Mineral County, WV                                2018        12,262       11,586        676      5.5
CN5405900000000   54     059   Mingo County, WV                                  2018         6,881        6,361        520      7.6
CN5406100000000   54     061   Monongalia County, WV                             2018        53,305       51,127      2,178      4.1
CN5406300000000   54     063   Monroe County, WV                                 2018         5,777        5,500        277      4.8
CN5406500000000   54     065   Morgan County, WV                                 2018         7,943        7,602        341      4.3
CN5406700000000   54     067   Nicholas County, WV                               2018         9,309        8,709        600      6.4
CN5406900000000   54     069   Ohio County, WV                                   2018        21,331       20,349        982      4.6
CN5407100000000   54     071   Pendleton County, WV                              2018         3,501        3,369        132      3.8
CN5407300000000   54     073   Pleasants County, WV                              2018         2,750        2,574        176      6.4
CN5407500000000   54     075   Pocahontas County, WV                             2018         3,768        3,533        235      6.2
CN5407700000000   54     077   Preston County, WV                                2018        15,341       14,539        802      5.2
CN5407900000000   54     079   Putnam County, WV                                 2018        26,118       24,829      1,289      4.9
CN5408100000000   54     081   Raleigh County, WV                                2018        29,465       27,908      1,557      5.3
CN5408300000000   54     083   Randolph County, WV                               2018        11,987       11,324        663      5.5
CN5408500000000   54     085   Ritchie County, WV                                2018         4,326        4,096        230      5.3
CN5408700000000   54     087   Roane County, WV                                  2018         4,924        4,535        389      7.9
CN5408900000000   54     089   Summers County, WV                                2018         4,198        3,940        258      6.1
CN5409100000000   54     091   Taylor County, WV                                 2018         7,794        7,417        377      4.8
CN5409300000000   54     093   Tucker County, WV                                 2018         3,327        3,145        182      5.5
CN5409500000000   54     095   Tyler County, WV                                  2018         3,072        2,846        226      7.4
CN5409700000000   54     097   Upshur County, WV                                 2018         9,373        8,836        537      5.7
CN5409900000000   54     099   Wayne County, WV                                  2018        15,503       14,572        931      6.0
CN5410100000000   54     101   Webster County, WV                                2018         3,175        2,974        201      6.3
CN5410300000000   54     103   Wetzel County, WV                                 2018         6,548        6,075        473      7.2
CN5410500000000   54     105   Wirt County, WV                                   2018         2,171        2,018        153      7.0
CN5410700000000   54     107   Wood County, WV                                   2018        35,936       33,962      1,974      5.5
CN5410900000000   54     109   Wyoming County, WV                                2018         6,783        6,304        479      7.1
CN5500100000000   55     001   Adams County, WI                                  2018         8,209        7,822        387      4.7
CN5500300000000   55     003   Ashland County, WI                                2018         7,910        7,572        338      4.3
CN5500500000000   55     005   Barron County, WI                                 2018        25,058       24,210        848      3.4
CN5500700000000   55     007   Bayfield County, WI                               2018         7,612        7,239        373      4.9
CN5500900000000   55     009   Brown County, WI                                  2018       143,673      139,748      3,925      2.7
CN5501100000000   55     011   Buffalo County, WI                                2018         6,652        6,423        229      3.4
CN5501300000000   55     013   Burnett County, WI                                2018         7,332        6,993        339      4.6
CN5501500000000   55     015   Calumet County, WI                                2018        27,919       27,204        715      2.6
CN5501700000000   55     017   Chippewa County, WI                               2018        33,580       32,477      1,103      3.3
CN5501900000000   55     019   Clark County, WI                                  2018        18,169       17,645        524      2.9
CN5502100000000   55     021   Columbia County, WI                               2018        31,806       30,950        856      2.7
CN5502300000000   55     023   Crawford County, WI                               2018         7,874        7,583        291      3.7
CN5502500000000   55     025   Dane County, WI                                   2018       320,589      313,451      7,138      2.2
CN5502700000000   55     027   Dodge County, WI                                  2018        48,227       46,962      1,265      2.6
CN5502900000000   55     029   Door County, WI                                   2018        15,499       14,940        559      3.6
CN5503100000000   55     031   Douglas County, WI                                2018        23,315       22,387        928      4.0
CN5503300000000   55     033   Dunn County, WI                                   2018        24,449       23,703        746      3.1
CN5503500000000   55     035   Eau Claire County, WI                             2018        59,280       57,735      1,545      2.6
CN5503700000000   55     037   Florence County, WI                               2018         2,274        2,186         88      3.9
CN5503900000000   55     039   Fond du Lac County, WI                            2018        57,658       56,139      1,519      2.6
CN5504100000000   55     041   Forest County, WI                                 2018         3,998        3,806        192      4.8
CN5504300000000   55     043   Grant County, WI                                  2018        28,492       27,682        810      2.8
CN5504500000000   55     045   Green County, WI                                  2018        21,282       20,739        543      2.6
CN5504700000000   55     047   Green Lake County, WI                             2018         9,773        9,448        325      3.3
CN5504900000000   55     049   Iowa County, WI                                   2018        13,933       13,570        363      2.6
CN5505100000000   55     051   Iron County, WI                                   2018         2,584        2,434        150      5.8
CN5505300000000   55     053   Jackson County, WI                                2018        10,679       10,347        332      3.1
CN5505500000000   55     055   Jefferson County, WI                              2018        46,319       44,991      1,328      2.9
CN5505700000000   55     057   Juneau County, WI                                 2018        13,567       13,151        416      3.1
CN5505900000000   55     059   Kenosha County, WI                                2018        89,687       86,523      3,164      3.5
CN5506100000000   55     061   Kewaunee County, WI                               2018        11,370       11,043        327      2.9
CN5506300000000   55     063   La Crosse County, WI                              2018        67,261       65,495      1,766      2.6
CN5506500000000   55     065   Lafayette County, WI                              2018        10,286       10,050        236      2.3
CN5506700000000   55     067   Langlade County, WI                               2018         9,522        9,145        377      4.0
CN5506900000000   55     069   Lincoln County, WI                                2018        15,363       14,877        486      3.2
CN5507100000000   55     071   Manitowoc County, WI                              2018        41,426       40,138      1,288      3.1
CN5507300000000   55     073   Marathon County, WI                               2018        74,073       72,098      1,975      2.7
CN5507500000000   55     075   Marinette County, WI                              2018        19,716       18,925        791      4.0
CN5507700000000   55     077   Marquette County, WI                              2018         7,738        7,464        274      3.5
CN5507800000000   55     078   Menominee County, WI                              2018         1,619        1,527         92      5.7
CN5507900000000   55     079   Milwaukee County, WI                              2018       472,701      455,544     17,157      3.6
CN5508100000000   55     081   Monroe County, WI                                 2018        23,664       23,020        644      2.7
CN5508300000000   55     083   Oconto County, WI                                 2018        20,868       20,179        689      3.3
CN5508500000000   55     085   Oneida County, WI                                 2018        18,233       17,578        655      3.6
CN5508700000000   55     087   Outagamie County, WI                              2018       103,628      100,730      2,898      2.8
CN5508900000000   55     089   Ozaukee County, WI                                2018        49,109       47,869      1,240      2.5
CN5509100000000   55     091   Pepin County, WI                                  2018         4,252        4,113        139      3.3
CN5509300000000   55     093   Pierce County, WI                                 2018        25,310       24,503        807      3.2
CN5509500000000   55     095   Polk County, WI                                   2018        24,691       23,775        916      3.7
CN5509700000000   55     097   Portage County, WI                                2018        39,282       38,102      1,180      3.0
CN5509900000000   55     099   Price County, WI                                  2018         6,673        6,426        247      3.7
CN5510100000000   55     101   Racine County, WI                                 2018        99,570       95,970      3,600      3.6
CN5510300000000   55     103   Richland County, WI                               2018         9,333        9,084        249      2.7
CN5510500000000   55     105   Rock County, WI                                   2018        85,397       82,631      2,766      3.2
CN5510700000000   55     107   Rusk County, WI                                   2018         6,994        6,715        279      4.0
