county,crime_rate_per_100000
"Spencer, KY",56.69898509
"Russell, KY",56.33168094
"Powell, KY",56.02689291
"Harney, OR",55.97537084
"Sarpy, NE",55.51257596
"Harrison, IA",55.43621371
"Copiah, MS",55.32312161
"Tillamook, OR",55.29881108
"Lafayette, AR",55.15719801
"Anderson, KY",55.01811013
"Jackson, WV",54.83583522
"DeKalb, MO",54.51713396
"Grant, LA",54.47117567
"Coshocton, OH",54.40696409
"Ransom, ND",54.38723713
"Tippah, MS",54.33798225
"Dearborn, IN",54.10387945
"Hancock, IA",54.08328826
"Chaffee, CO",54.02485143
"Crittenden, KY",54.02485143
"Ozaukee, WI",53.989477799999996
"Waldo, ME",53.92912173
"Oliver, ND",53.36179296
"Powhatan, VA",53.08043455
"Edwards, TX",53.07855626
"McCook, SD",53.05978069
"Taylor, WV",53.02539327
"Marinette, WI",52.87190579
"Fillmore, MN",52.79577634
"Lamar, MS",52.72019183
"Knox, IN",52.69536808
"Pearl River, MS",52.65833818
"Grant, KY",52.5188866
"Clinton, OH",52.44963643
"Cache, UT",52.17733451
"Plymouth, IA",52.0895941
"Cass, IN",51.99802408
"Paulding, OH",51.93725979
"Greene, IN",51.85930875
"Sullivan, IN",51.83056118
"George, MS",51.815708799999996
"Deuel, NE",51.62622612
"Mercer, OH",51.4907807
"Gilliam, OR",51.36106831
"Armstrong, TX",51.30836326
"Leake, MS",51.30616957
"Lewis, ID",51.25576627
"Stewart, GA",51.12474438
"Steele, ND",51.02040816
"Lake of the Woods, MN",50.903537799999995
"Gosper, NE",50.70993915
"Benton, IA",50.5856259
"Washington, KY",50.52631579
"Broomfield, CO",50.44475459
"York, NE",50.42137866
"Larue, KY",49.77246871
"Isanti, MN",49.73301225
"Pittsylvania, VA",49.65879601
"Vernon, WI",49.45761482
"Dolores, CO",49.28536225
"Lincoln, KY",49.24086992
"Richardson, NE",49.23076923
"Knox, MO",49.17629702
"Tuscarawas, OH",48.55835635
"Dawson, GA",48.48805431
"Keokuk, IA",48.40739665
"Muhlenberg, KY",48.10930434
"Oldham, KY",48.10467577
"LaMoure, ND",48.00768123
"Williams, OH",48.0
"Carter, KY",47.79060363
"Warren, IN",47.53416518
"Bracken, KY",47.52851711
"Belmont, OH",47.43355709
"Crawford, IN",47.07654646
"Carroll, IL",46.94835681
"Seward, NE",46.81373983
"Jefferson, OK",46.64179104
"Amherst, VA",46.61570017
"Greenup, KY",46.55111038
"Lake, MN",46.39510068
"Elbert, CO",46.34896558
"Magoffin, KY",46.33204633
"Menominee, WI",46.32846884
"Marion, GA",46.2962963
"Llano, TX",46.28677227
"Perry, IN",46.01697515
"Cedar, NE",45.91895305
"Morgan, IN",45.85709782
"Kingfisher, OK",45.82351401
"Platte, WY",45.63605248
"Jefferson, OH",45.61238303
"Stanton, KS",45.57885141
"Trimble, KY",45.37205082
"Putnam, IN",45.32728969
"Shelby, IL",45.21000045
"Highland, VA",45.14672686
"Pierce, ND",44.93372276
"Jasper, IN",44.92497529
"Monroe, IL",44.78547756
"Shelby, IN",44.71372041
"Kittson, MN",44.41483455
"Grant, OK",44.16961131
"Putnam, OH",44.00375499
"Culberson, TX",43.91743522
"Ogle, IL",43.9056982
"Kewaunee, WI",43.89173372
"Steuben, IN",43.65795448
"Benson, ND",43.62367311
"Lewis, KY",43.45936549
"Burke, ND",43.36513443
"Bath, VA",43.32755633
"Le Sueur, MN",43.14994606
"Hart, KY",43.07327841
"Spencer, IN",42.97173415
"Grand Isle, VT",42.93688278
"Miner, SD",42.86326618
"Henry, IN",42.81869342
"Woodruff, AR",42.42081448
"McLean, KY",42.12299916
"Whitley, IN",42.04961855
"Hutchinson, SD",41.98740378
"Wabasha, MN",41.97173903
"Faulk, SD",41.91114837
"Evangeline, LA",41.69396629
"Wasatch, UT",41.60835193
"Eddy, ND",41.59733777
"Lake, SD",41.47656574
"Floyd, KY",41.31377815
"Dickinson, IA",41.28575641
"Putnam, NY",41.14606854
"Marion, KS",40.91987888
"Morrill, NE",40.74979625
"Tensas, LA",40.74979625
"Wood, WI",40.56301464
"Union, SD",40.46125835
"Washington, ID",40.22526146
"Crawford, IA",40.15142824
"Wyandot, OH",40.09444469
"Carlisle, KY",39.9920016
"Kiowa, KS",39.63535474
"Pleasants, WV",39.59350666
"Renville, MN",39.56217856
"Allen, KY",39.387524
"Seneca, OH",39.34613871
"Elliott, KY",39.28244075
"Posey, IN",39.23722828
"Auglaize, OH",39.19860627
"Kemper, MS",38.85758694
"Madison, IA",38.83997929
"Carroll, IA",38.83872221
"Cook, MN",38.46153846
"Renville, ND",38.34355828
"Dickinson, MI",38.31711242
"Clay, TX",38.19344982
"Buchanan, IA",38.13882532
"Jim Hogg, TX",38.13155386
"Lincoln, NV",38.13155386
"Letcher, KY",38.10491553
"Otoe, NE",38.09040122
"Pike, KY",37.86683496
"Monroe, KY",37.449677
"Mitchell, IA",37.3517602
"Clay, IL",36.856848
"Columbiana, OH",36.82962991
"Webster, GA",36.77822729
"Hunterdon, NJ",36.43564356
"Wayne, UT",36.40334911
"Clay, IA",36.38348189999999
"Conejos, CO",36.24501631
"Geauga, OH",36.18099008
"Butler, NE",36.09239654
"Rockcastle, KY",35.94320973
"Dewey, SD",35.8037952
"Lafayette, WI",35.7867112
"Tolland, CT",35.67252621
"Washington, KS",35.53028957
"Lyon, KY",35.49875754
"Ziebach, SD",35.2858151
"Grand, CO",34.99195185
"Franklin, IN",34.85686898
"Boone, IN",34.72394464
"Washington, NE",34.61405331
"Hancock, KY",34.53436169
"Putnam, IL",34.47681434
"Fleming, KY",34.46374414
"Stevens, KS",34.38789546
"Taylor, WI",33.9640951
"Jones, IA",33.96244724
"Edwards, KS",33.95585739
"McHenry, ND",33.7723742
"Hamilton, IN",33.70487339
"Humphreys, MS",33.62474781
"Saunders, NE",33.44641407
"Montgomery, GA",33.25573661
"Uinta, WY",33.22889965
"Appomattox, VA",32.77613897
"Vilas, WI",32.75926619
"Upshur, WV",32.43462396
"Franklin, NE",32.41491086
"Wayne, NE",31.87759005
"Marshall, MN",31.83023873
"Salem, VA",31.62180323
"Ottawa, OH",31.58943455
"Howard, IA",31.49275667
"Schleicher, TX",31.19151591
"Humboldt, IA",30.96614368
"Huron, OH",30.56598006
"Perry, OH",30.55810206
"Brookings, SD",30.33244358
"Calhoun, IA",30.22365505
"Webster, KY",29.73535534
"Upton, TX",29.65599051
"Cameron, LA",29.65599051
"Shackelford, TX",29.62962963
"Jones, NC",29.36857562
"Wallowa, OR",29.35133549
"Holt, NE",28.71088142
"Bond, IL",28.62049227
"Winneshiek, IA",28.57959417
"Switzerland, IN",28.50085503
"Lac qui Parle, MN",28.46164793
"Randolph, AR",28.26136107
"Richland, WI",28.22148219
"Pierce, NE",27.97202797
"Reagan, TX",27.77006387
"Estill, KY",27.60905577
"Wolfe, KY",27.59381898
"Monroe, OH",27.42543709
"Webster, NE",27.11496746
"Mercer, MO",27.06359946
"Smith, KS",26.98327037
"Adams, ID",26.12330199
"Henry, KY",25.89834898
"Lafayette, MS",25.332242100000002
"Wells, IN",25.16718199
"Pike, IL",24.76780186
"Union, OH",24.38749859
"Traill, ND",24.25712553
"Mason, TX",24.2248062
"Corson, SD",23.72479241
"Fountain, IN",23.69668246
"Brown, MN",23.68545713
"Custer, ID",23.5349494
"Randolph, IN",23.41280681
"Mineral, MT",23.39181287
"Oneida, ID",23.39181287
"Adams, IN",23.11203559
"Leelanau, MI",22.99167701
"Phillips, CO",22.95684114
"Morgan, KY",22.42152466
"Jackson, KY",22.34304014
"Cuming, NE",22.23210316
"Ouray, CO",21.94426158
"Greene, IA",21.88423241
"Union, MS",21.61850544
"Pipestone, MN",21.57497303
"Owsley, KY",21.486893
"Oconto, WI",21.43737607
"Greene, MS",21.06149958
"Hamilton, NY",20.95118374
"Mills, TX",20.37905034
"East Feliciana, LA",20.275750199999997
"Metcalfe, KY",20.0340579
"Clinton, KY",19.71220185
"Morgan, UT",19.65988401
"Dickey, ND",19.05487805
"Owen, IN",18.86703457
"Knott, KY",18.77816725
"Owen, KY",18.75820672
"Holmes, OH",18.35157021
"Alleghany, NC",18.28320687
"Leslie, KY",18.15046737
"Brown, OH",18.07337791
"Perry, MS",16.486687
"Stanton, NE",16.30523398
"Cotton, OK",16.25487646
"Taylor, IA",16.23113131
"Menifee, KY",15.90330789
"Menard, IL",15.86420243
"Wayne, IA",15.62011871
"Buffalo, WI",14.97342218
"Bland, VA",14.84780995
"Breathitt, KY",14.76559616
"Lexington, VA",13.94700139
"Presidio, TX",13.88696014
"Grant, OR",13.73060552
"Rolette, ND",13.71553971
"Brown, IN",13.31292019
"Mitchell, NC",13.048016699999998
"Wabash, IN",12.36170344
"Decatur, IA",12.29105211
"Crawford, WI",12.19735317
"Knox, NE",11.67542323
"Hickory, MO",10.74691026
"Hancock, IL",10.74229241
"Jefferson, IN",9.242713661
"Shelby, IA",8.360504975
"Bath, KY",8.360504975
"Boone, IL",7.413310599
"Newton, TX",7.072135785
"Baker, OR",6.242976651
"Jasper, MS",6.071645416
"Fayette, IN",4.190939189
"Haakon, SD",0.0
"Day, SD",0.0
"Yukon-Koyukuk, AK",0.0
"Bowman, ND",0.0
"Grant, NE",0.0
"Sibley, MN",0.0
"Boyd, NE",0.0
"Graham, NC",0.0
"Sioux, ND",0.0
"Robertson, KY",0.0
"Liberty, MT",0.0
"Quitman, MS",0.0
"Wade Hampton, AK",0.0
"Hyde, NC",0.0
"Douglas, SD",0.0
"Thomas, NE",0.0
"Valley, NE",0.0
"Petroleum, MT",0.0
"Kingsbury, SD",0.0
"Hyde, SD",0.0
"Perry, AL",0.0
"Shannon, SD",0.0
"Jones, SD",0.0
"Grant, SD",0.0
"Lyman, SD",0.0
"Sioux, NE",0.0
"Smith, MS",0.0
"Collingsworth, TX",0.0
"Aleutians East, AK",0.0
"Lake and Peninsula, AK",0.0
"Gregory, SD",0.0
"Clarke, MS",0.0
"Norman, MN",0.0
"Noble, OH",0.0
"Buffalo, SD",0.0
"Calhoun, MS",0.0
"Harlan, NE",0.0
"Greeley, NE",0.0
"Benton, MS",0.0
"Treasure, MT",0.0
"Gates, NC",0.0
"Garfield, NE",0.0
"Mora, NM",0.0
"Loup, NE",0.0
"Kalawao, HI",0.0
"Garfield, UT",0.0
"Fremont, IA",0.0
"Jackson, LA",0.0
"Alcorn, MS",0.0
"Harding, NM",0.0
"Frontier, NE",0.0
"Dundy, NE",0.0
"Arthur, NE",0.0
"Blaine, NE",0.0
"Colfax, NE",0.0
"Jewell, KS",0.0
"Carroll, MS",0.0
"Hayes, NE",0.0
"Keya Paha, NE",0.0
"Boone, NE",0.0
"Gallatin, IL",0.0
"Powder River, MT",0.0
"King, TX",0.0
"Wayne, MS",0.0
"Sharkey, MS",0.0
"Wilkinson, MS",0.0
"Glascock, GA",0.0
"Logan, NE",0.0
"Clay, NE",0.0
"Issaquena, MS",0.0
"Howard, NE",0.0
"Yalobusha, MS",0.0
"Hooker, NE",0.0
"Jenkins, GA",0.0
"McPherson, NE",0.0
"Calhoun, IL",0.0
"Pope, IL",0.0
"Southeast Fairbanks, AK",0.0
"Lincoln, KS",0.0
"Sanborn, SD",0.0
"Montgomery, AR",0.0
"Emmons, ND",0.0
"Harper, OK",0.0
"Cavalier, ND",0.0
"Daggett, UT",0.0
"Motley, TX",0.0
"Piute, UT",0.0
"Fallon, MT",0.0
"Sherman, NE",0.0
"Pawnee, NE",0.0
"Chattahoochee, GA",0.0
"Coke, TX",0.0
"Kidder, ND",0.0
"Logan, ND",0.0
"Sargent, ND",0.0
"Billings, ND",0.0
"Aurora, SD",0.0
"Divide, ND",0.0
"Scott, IL",0.0
"Elk, KS",0.0
"Putnam, MO",0.0
"Granite, MT",0.0
"Hardeman, TX",0.0
"Toole, MT",0.0
"Noxubee, MS",0.0
"Merrick, NE",0.0
"Prentiss, MS",0.0
"Garza, TX",0.0
"Big Stone, MN",0.0
"Covington, MS",0.0
"Sheridan, ND",0.0
"Jefferson, NE",0.0
"Essex, VT",0.0
"Echols, GA",0.0
"Gentry, MO",0.0
"Hamilton, IL",0.0
"Polk, NE",0.0
"Brown, NE",0.0
"Butler, IA",0.0
"Clark, SD",0.0
"Crockett, TX",0.0
"Lipscomb, TX",0.0
"McPherson, SD",0.0
"Red Lake, MN",0.0
"Wheeler, NE",0.0
"Slope, ND",0.0
"Bon Homme, SD",0.0
"Loving, TX",0.0
"Carter, MT",0.0
"Banner, NE",0.0
"Fillmore, NE",0.0
"Garfield, MT",0.0
"Sully, SD",0.0
"Mineral, CO",0.0
"Edmunds, SD",0.0
"Garden, NE",0.0
"Thurston, NE",0.0
"Union, IN",0.0
"Todd, SD",0.0
"Kinney, TX",0.0
"Furnas, NE",0.0
"Wibaux, MT",0.0
"McIntosh, ND",0.0
"Adams, ND",0.0
"Osceola, IA",0.0
"Sherman, TX",0.0
"Perkins, SD",0.0
"Hinsdale, CO",0.0
"Campbell, SD",0.0
"Golden Valley, ND",0.0
"Clark, ID",0.0
"Briscoe, TX",0.0
"Foster, ND",0.0
"Box Butte, NE",0.0
"Cottle, TX",0.0
"Ohio, IN",0.0
"Newton, MS",0.0
"Jerauld, SD",0.0
"Cimarron, OK",0.0
"Lawrence, MS",0.0
