,Total,county,population,Poverty_Rate
1650,156,"Washington, NE",20223,0.7713989022400237
1651,10,"Wayne, NE",9411,0.10625863351397301
1652,36,"Webster, NE",3688,0.9761388286334056
1653,22,"Wheeler, NE",759,2.898550724637681
1654,198,"York, NE",13883,1.426204710797378
1655,321,"Churchill, NV",24063,1.333998254581723
1656,57749,"Clark, NV",2027868,2.847769184187531
1657,651,"Douglas, NV",47118,1.3816375907296574
1658,973,"Elko, NV",52384,1.8574373854612094
1659,0,"Esmeralda, NV",832,0.0
1660,74,"Eureka, NV",2076,3.5645472061657033
1661,367,"Humboldt, NV",17363,2.113690030524679
1662,59,"Lander, NV",6032,0.9781167108753316
1663,28,"Lincoln, NV",5245,0.5338417540514776
1664,1701,"Lyon, NV",51557,3.299261012083713
1665,97,"Mineral, NV",4614,2.102297355873429
1666,781,"Nye, NV",42297,1.8464666524812636
1667,177,"Pershing, NV",6877,2.573796713683292
1668,60,"Storey, NV",3942,1.5220700152207
1669,9185,"Washoe, NV",433731,2.117672013298565
1670,224,"White Pine, NV",10057,2.227304365118823
1671,1372,"Carson City, NV",54080,2.53698224852071
1672,901,"Belknap, NH",60179,1.4972000199405109
1673,472,"Carroll, NH",47499,0.9937051306343292
1674,1046,"Cheshire, NH",76610,1.365357003002219
1675,496,"Coos, NH",31997,1.550145326124324
1676,1161,"Grafton, NH",89629,1.2953396780060027
1677,8029,"Hillsborough, NH",403985,1.9874500290852384
1678,2495,"Merrimack, NH",146849,1.6990241676824491
1679,5340,"Rockingham, NH",299134,1.7851531420701088
1680,1969,"Strafford, NH",124593,1.580345605290827
1681,856,"Sullivan, NH",42984,1.9914386748557604
1682,7718,"Atlantic, NJ",275862,2.797775699443925
1683,18691,"Bergen, NJ",925328,2.0199323915411616
1684,9973,"Burlington, NJ",450838,2.212102795239088
1685,12721,"Camden, NJ",512854,2.4804330277232896
1686,1559,"Cape May, NJ",95897,1.6257025767229423
1687,4111,"Cumberland, NJ",157332,2.6129458724226473
1688,19475,"Essex, NJ",789565,2.4665480359438425
1689,7369,"Gloucester, NJ",290265,2.538714622844642
1690,16092,"Hudson, NJ",660282,2.4371404945159796
1691,1383,"Hunterdon, NJ",126250,1.0954455445544555
1692,8420,"Mercer, NJ",370414,2.2731322250238923
1693,22112,"Middlesex, NJ",828919,2.6675706552751235
1694,10926,"Monmouth, NJ",629672,1.7351891143325415
1695,7078,"Morris, NJ",499397,1.4173092749856326
1696,9067,"Ocean, NJ",583414,1.5541279434501059
1697,15486,"Passaic, NJ",505672,3.0624594598870414
1698,1788,"Salem, NJ",65166,2.743762084522604
1699,6860,"Somerset, NJ",330585,2.075109275980459
1700,2626,"Sussex, NJ",145992,1.7987286974628747
1701,13975,"Union, NJ",548256,2.5489917119010097
1702,1786,"Warren, NJ",107379,1.663267491781447
1703,14596,"Bernalillo, NM",674221,2.1648687893138896
1704,33,"Catron, NM",3607,0.9148877183254782
1705,1861,"Chaves, NM",65823,2.827279218510247
1706,1388,"Cibola, NM",27335,5.077739162246204
1707,283,"Colfax, NM",13094,2.161295249732702
1708,1014,"Curry, NM",50598,2.00403177991225
1709,54,"De Baca, NM",1907,2.831672784478238
1710,1580,"Eddy, NM",55471,2.8483351661228387
1711,443,"Grant, NM",29328,1.5105019094380798
1712,131,"Guadalupe, NM",4551,2.8784882443419026
1713,6,"Harding, NM",693,0.8658008658008658
1714,120,"Hidalgo, NM",4654,2.578427159432746
1715,2438,"Lea, NM",68062,3.582028150803679
1716,606,"Lincoln, NM",20105,3.0141755782143744
1717,160,"Los Alamos, NM",17798,0.8989774131924935
1718,730,"Luna, NM",24659,2.96037957743623
1719,3451,"McKinley, NM",73308,4.707535330386861
1720,0,"Mora, NM",4704,0.0
1721,1664,"Otero, NM",65616,2.5359668373567423
1722,159,"Quay, NM",8662,1.8356037866543522
1723,1247,"Rio Arriba, NM",40072,3.1118985825514076
1724,570,"Roosevelt, NM",19955,2.8564269606614885
1725,3920,"Sandoval, NM",136575,2.8702178290316676
1726,4982,"San Juan, NM",126503,3.9382465237978543
1727,857,"San Miguel, NM",28541,3.0026978732349954
1728,3079,"Santa Fe, NM",147423,2.0885479199310826
1729,158,"Sierra, NM",11572,1.3653646733494642
1730,645,"Socorro, NM",17584,3.66810737033667
1731,998,"Taos, NM",33035,3.0210382927198425
1732,415,"Torrance, NM",15717,2.640453012661449
1733,46,"Union, NM",4370,1.0526315789473684
1734,2185,"Valencia, NM",76284,2.8642965759530177
1735,4275,"Albany, NY",306945,1.392757660167131
1736,721,"Allegany, NY",48109,1.49868008065019
1737,47066,"Bronx, NY",1418733,3.317467063922528
1738,2672,"Broome, NY",197534,1.3526785262283962
1739,1308,"Cattaraugus, NY",78892,1.6579627845662426
1740,1391,"Cayuga, NY",79477,1.7501918794116538
1741,1913,"Chautauqua, NY",133080,1.4374812143071836
1742,1392,"Chemung, NY",88506,1.5727747271371433
1743,1020,"Chenango, NY",49503,2.0604811829586085
1744,1287,"Clinton, NY",81591,1.5773798580725817
1745,1069,"Columbia, NY",62243,1.7174622045852543
1746,708,"Cortland, NY",48976,1.4456060111074813
1747,658,"Delaware, NY",46722,1.40833012285433
1748,5334,"Dutchess, NY",296916,1.7964676878309018
1749,12528,"Erie, NY",919866,1.361937499592332
1750,723,"Essex, NY",38762,1.865228832361591
1751,576,"Franklin, NY",51688,1.1143785791673115
1752,1019,"Fulton, NY",54586,1.8667790275894918
1753,1016,"Genesee, NY",59454,1.70888417936556
1754,853,"Greene, NY",48455,1.7603962439376741
1755,74,"Hamilton, NY",4773,1.550387596899225
1756,1092,"Herkimer, NY",64181,1.7014381203159814
1757,1563,"Jefferson, NY",119504,1.307906011514259
1758,71846,"Kings, NY",2592149,2.771677091093143
1759,504,"Lewis, NY",27149,1.8564219676599505
1760,735,"Livingston, NY",64705,1.135924580789738
1761,995,"Madison, NY",72382,1.374651156364842
1762,10921,"Monroe, NY",749606,1.4568986907788892
1763,896,"Montgomery, NY",49897,1.7956991402288716
1764,33922,"Nassau, NY",1352146,2.5087527530311076
1765,25532,"New York, NY",1626159,1.5700801705122316
1766,3330,"Niagara, NY",214249,1.5542662976256598
1767,3467,"Oneida, NY",233585,1.484256266455466
1768,7667,"Onondaga, NY",468387,1.6368942775952366
1769,1525,"Ontario, NY",109103,1.397761748072922
1770,8457,"Orange, NY",375592,2.2516454024579864
1771,718,"Orleans, NY",42235,1.7000118385225522
1772,2364,"Oswego, NY",121165,1.9510584739817605
1773,1024,"Otsego, NY",61683,1.6601008381563802
1774,1896,"Putnam, NY",99645,1.902754779467108
1775,78839,"Queens, NY",2296175,3.4334926562653107
1776,2619,"Rensselaer, NY",159918,1.6377143285934042
1777,12401,"Richmond, NY",472621,2.6238783295706285
1778,6733,"Rockland, NY",320903,2.098141806090937
1779,1597,"St. Lawrence, NY",111963,1.4263640667006063
1780,3180,"Saratoga, NY",223865,1.420498961427646
1781,2963,"Schenectady, NY",155333,1.9075148229931824
1782,610,"Schoharie, NY",31844,1.9155884939078005
1783,228,"Schuyler, NY",18460,1.2351029252437704
1784,515,"Seneca, NY",35409,1.4544324889152476
1785,1506,"Steuben, NY",98650,1.5266092245311709
1786,38130,"Suffolk, NY",1499738,2.5424440802326806
1787,1564,"Sullivan, NY",76665,2.040044348790191
1788,1086,"Tioga, NY",50243,2.1614951336504586
1789,1078,"Tompkins, NY",103617,1.0403698234845633
1790,2860,"Ulster, NY",180998,1.5801279572149967
1791,762,"Warren, NY",65337,1.1662610771844437
1792,1293,"Washington, NY",63093,2.0493557129951023
1793,1311,"Wayne, NY",92473,1.4177111156770084
1794,19023,"Westchester, NY",968802,1.9635591173428626
1795,498,"Wyoming, NY",41531,1.1991042835472299
1796,375,"Yates, NY",25156,1.490698044204166
1797,3277,"Alamance, NC",154378,2.122711785358017
1798,753,"Alexander, NC",36930,2.0389926888708367
1799,282,"Alleghany, NC",10939,2.5779321693024957
1800,1181,"Anson, NC",26161,4.514353426856772
1801,561,"Ashe, NC",27151,2.0662222385915805
1802,261,"Avery, NC",17713,1.4734940439225428
1803,1124,"Beaufort, NC",47464,2.3681105680094388
1804,628,"Bertie, NC",20344,3.086905230043256
1805,1012,"Bladen, NC",34843,2.904457136297104
1806,2291,"Brunswick, NC",115301,1.986973226598208
1807,3750,"Buncombe, NC",247912,1.5126335151182677
1808,2493,"Burke, NC",89842,2.7748714409741546
1809,3923,"Cabarrus, NC",187226,2.0953286402529563
1810,2368,"Caldwell, NC",81990,2.8881570923283326
1811,324,"Camden, NC",10187,3.1805241975066263
1812,1202,"Carteret, NC",68434,1.7564368588713215
1813,584,"Caswell, NC",23190,2.5183268650280293
1814,3779,"Catawba, NC",154810,2.441056779277824
1815,1095,"Chatham, NC",66817,1.6388044958618315
1816,708,"Cherokee, NC",27218,2.6012197810272615
1817,395,"Chowan, NC",14726,2.6823305717778076
1818,423,"Clay, NC",10584,3.9965986394557826
1819,2606,"Cleveland, NC",97047,2.685296814945336
1820,1875,"Columbus, NC",57246,3.275338014883136
1821,1814,"Craven, NC",104489,1.7360679114547946
1822,7980,"Cumberland, NC",325871,2.448821773032887
1823,391,"Currituck, NC",24396,1.602721757665191
1824,498,"Dare, NC",35019,1.4220851537736656
1825,4115,"Davidson, NC",163420,2.518051646065353
1826,764,"Davie, NC",41554,1.838571497328777
1827,1814,"Duplin, NC",60084,3.0191065841155713
1828,5563,"Durham, NC",288133,1.9307056116446224
1829,1647,"Edgecombe, NC",55574,2.9636160794616186
1830,7221,"Forsyth, NC",361220,1.9990587453629367
1831,1341,"Franklin, NC",62260,2.153870864118214
1832,5741,"Gaston, NC",209420,2.7413809569286602
1833,425,"Gates, NC",11650,3.648068669527897
1834,289,"Graham, NC",8736,3.3081501831501834
1835,1327,"Granville, NC",58275,2.277134277134277
1836,449,"Greene, NC",21232,2.114732479276564
1837,9703,"Guilford, NC",506610,1.9152799984208762
1838,1912,"Halifax, NC",53453,3.576974164219034
1839,2557,"Harnett, NC",124987,2.045812764527511
1840,1291,"Haywood, NC",59183,2.1813696500684316
1841,2286,"Henderson, NC",109540,2.0869088917290486
1842,468,"Hertford, NC",24431,1.9155990340141624
1843,1250,"Hoke, NC",51322,2.435602665523557
1844,117,"Hyde, NC",5721,2.0450970110120608
1845,3289,"Iredell, NC",164517,1.9991854945081662
1846,542,"Jackson, NC",40919,1.324568049072558
1847,4827,"Johnston, NC",177967,2.7123005950541392
1848,159,"Jones, NC",10215,1.5565345080763582
1849,1107,"Lee, NC",60266,1.836856602396044
1850,1739,"Lenoir, NC",58914,2.9517601928234374
1851,2341,"Lincoln, NC",79740,2.9357913217958367
1852,1144,"McDowell, NC",44961,2.5444273926291676
1853,562,"Macon, NC",33857,1.659922615707239
1854,534,"Madison, NC",21022,2.5401959851584053
1855,674,"Martin, NC",23699,2.844001856618423
1856,18086,"Mecklenburg, NC",990977,1.8250675848178113
1857,220,"Mitchell, NC",15328,1.4352818371607516
1858,555,"Montgomery, NC",27571,2.0129846577926083
1859,1424,"Moore, NC",91587,1.5548058130520708
1860,3180,"Nash, NC",95093,3.344094728318593
1861,3169,"New Hanover, NC",213267,1.4859307816024045
1862,661,"Northampton, NC",20839,3.171937233072604
1863,2442,"Onslow, NC",185220,1.3184321347586654
1864,1700,"Orange, NC",140352,1.2112403100775195
1865,303,"Pamlico, NC",12953,2.3392264340307265
1866,913,"Pasquotank, NC",39981,2.2835847027337985
1867,1343,"Pender, NC",55334,2.4270791918169663
1868,420,"Perquimans, NC",13601,3.0880082346886257
1869,1327,"Person, NC",39276,3.378653630715959
1870,3459,"Pitt, NC",174263,1.9849308229515157
1871,286,"Polk, NC",20411,1.4012052324726862
1872,3797,"Randolph, NC",142577,2.6631223829930493
1873,1138,"Richmond, NC",46405,2.452321948065941
1874,4812,"Robeson, NC",134841,3.568647518188088
1875,2669,"Rockingham, NC",91878,2.904939158449248
1876,3366,"Rowan, NC",138323,2.4334347866949098
1877,1744,"Rutherford, NC",66956,2.604695621004839
1878,2363,"Sampson, NC",64150,3.683554169914263
1879,1442,"Scotland, NC",36025,4.002775850104094
1880,1446,"Stanly, NC",60635,2.384761276490476
1881,894,"Stokes, NC",46588,1.9189490856014426
1882,1332,"Surry, NC",73050,1.8234086242299794
1883,352,"Swain, NC",14058,2.503912363067293
1884,728,"Transylvania, NC",32903,2.2125642038719873
1885,88,"Tyrrell, NC",4109,2.141640301776588
1886,5445,"Union, NC",212756,2.559269773825415
1887,1416,"Vance, NC",44808,3.160149973219068
1888,16458,"Wake, NC",974289,1.6892318398339712
1889,568,"Warren, NC",20575,2.760631834750911
1890,222,"Washington, NC",12722,1.7450086464392394
1891,573,"Watauga, NC",52372,1.0940960818758114
1892,2580,"Wayne, NC",124583,2.0709085509258887
1893,1389,"Wilkes, NC",69023,2.0123726873650813
1894,2280,"Wilson, NC",81667,2.79182533948841
1895,749,"Yadkin, NC",38038,1.9690835480309163
1896,177,"Yancey, NC",17566,1.0076283729932825
1897,4,"Adams, ND",2360,0.1694915254237288
1898,45,"Barnes, ND",11190,0.40214477211796246
1899,286,"Benson, ND",6877,4.158790170132325
1900,3,"Billings, ND",874,0.34324942791762014
1901,42,"Bottineau, ND",6736,0.6235154394299287
1902,51,"Bowman, ND",3214,1.5868077162414438
1903,24,"Burke, ND",2306,1.0407632263660018
1904,895,"Burleigh, ND",88457,1.0117910397142114
1905,1449,"Cass, ND",162829,0.8898906214494962
1906,13,"Cavalier, ND",3896,0.3336755646817248
1907,36,"Dickey, ND",5248,0.6859756097560976
1908,8,"Divide, ND",2314,0.34572169403630076
1909,61,"Dunn, ND",4162,1.4656415185007208
1910,9,"Eddy, ND",2404,0.37437603993344426
1911,10,"Emmons, ND",3486,0.2868617326448652
1912,0,"Foster, ND",3366,0.0
1913,0,"Golden Valley, ND",1823,0.0
1914,601,"Grand Forks, ND",69179,0.8687607510949855
1915,17,"Grant, ND",2377,0.715187210769878
1916,26,"Griggs, ND",2296,1.132404181184669
1917,29,"Hettinger, ND",2660,1.0902255639097744
1918,18,"Kidder, ND",2428,0.7413509060955519
1919,36,"LaMoure, ND",4166,0.8641382621219394
1920,24,"Logan, ND",1946,1.2332990750256936
1921,71,"McHenry, ND",5922,1.198919284025667
1922,12,"McIntosh, ND",2754,0.4357298474945534
1923,129,"McKenzie, ND",9314,1.3850118101782263
1924,86,"McLean, ND",9517,0.903646106966481
1925,92,"Mercer, ND",8592,1.0707635009310987
1926,257,"Morton, ND",28990,0.8865125905484651
1927,240,"Mountrail, ND",9376,2.5597269624573378
1928,1,"Nelson, ND",3095,0.03231017770597738
1929,17,"Oliver, ND",1874,0.9071504802561365
1930,57,"Pembina, ND",7181,0.7937613145801421
1931,14,"Pierce, ND",4451,0.31453605931251405
1932,76,"Ramsey, ND",11554,0.6577808551151116
1933,15,"Ransom, ND",5516,0.2719361856417694
1934,6,"Renville, ND",2608,0.23006134969325154
1935,82,"Richland, ND",16339,0.5018666993084032
1936,554,"Rolette, ND",14582,3.7992044986970237
1937,24,"Sargent, ND",3890,0.6169665809768637
1938,11,"Sheridan, ND",1304,0.843558282208589
1939,267,"Sioux, ND",4430,6.027088036117381
1940,2,"Slope, ND",761,0.2628120893561104
1941,339,"Stark, ND",28212,1.2016163334751169
1942,3,"Steele, ND",1960,0.15306122448979592
1943,120,"Stutsman, ND",21120,0.5681818181818182
1944,26,"Towner, ND",2317,1.122140699179974
1945,76,"Traill, ND",8245,0.9217707701637357
1946,85,"Walsh, ND",11104,0.7654899135446686
1947,585,"Ward, ND",67990,0.8604206500956023
1948,34,"Wells, ND",4206,0.8083689966714217
1949,343,"Williams, ND",29595,1.1589795573576618
1950,698,"Adams, OH",28105,2.4835438534068675
1951,1985,"Allen, OH",105298,1.885126023286292
1952,954,"Ashland, OH",53043,1.7985408065154684
1953,2281,"Ashtabula, OH",99811,2.285319253388905
1954,745,"Athens, OH",64681,1.1518065583401618
1955,808,"Auglaize, OH",45920,1.759581881533101
1956,1251,"Belmont, OH",69571,1.7981630276983227
1957,1199,"Brown, OH",44264,2.7087475149105367
1958,8455,"Butler, OH",371272,2.277306125966946
1959,587,"Carroll, OH",28275,2.076038903625111
1960,1129,"Champaign, OH",39455,2.861487770878216
1961,2888,"Clark, OH",136167,2.1209250405751763
1962,4423,"Clermont, OH",200218,2.209092089622312
1963,957,"Clinton, OH",41945,2.281559184646561
1964,2429,"Columbiana, OH",105893,2.2938248987185177
1965,569,"Coshocton, OH",36760,1.5478781284004353
1966,717,"Crawford, OH",42808,1.6749205755933472
1967,22009,"Cuyahoga, OH",1263154,1.7423845390189954
1968,703,"Darke, OH",52376,1.3422178096838246
1969,905,"Defiance, OH",38532,2.3486971867538666
1970,2553,"Delaware, OH",184979,1.3801566664324059
1971,1295,"Erie, OH",76048,1.7028718703976435
1972,3045,"Fairfield, OH",148867,2.045449965405362
1973,751,"Fayette, OH",28800,2.607638888888889
1974,23463,"Franklin, OH",1212263,1.9354710982682801
1975,792,"Fulton, OH",42488,1.8640557333835437
1976,954,"Gallia, OH",30621,3.1155089644361715
1977,1204,"Geauga, OH",93972,1.2812327076150343
1978,2924,"Greene, OH",163204,1.7916227543442562
1979,1101,"Guernsey, OH",39636,2.7777777777777777
1980,14222,"Hamilton, OH",804520,1.7677621438870381
1981,1072,"Hancock, OH",75773,1.4147519565016562
1982,541,"Hardin, OH",31641,1.709806896115799
1983,259,"Harrison, OH",15622,1.657918320317501
1984,469,"Henry, OH",28092,1.669514452513171
1985,1011,"Highland, OH",43299,2.33492690362364
1986,807,"Hocking, OH",28665,2.815279958137101
1987,649,"Holmes, OH",43593,1.4887711329800657
1988,1065,"Huron, OH",58889,1.808487153797823
1989,838,"Jackson, OH",32783,2.5562029100448402
1990,1292,"Jefferson, OH",67964,1.9010064151609676
1991,1160,"Knox, OH",60810,1.9075809899687552
1992,3637,"Lake, OH",229857,1.582288118264834
1993,1892,"Lawrence, OH",61917,3.05570360321075
1994,3610,"Licking, OH",168375,2.144023756495917
1995,934,"Logan, OH",45481,2.053604802005233
1996,5141,"Lorain, OH",302827,1.6976689661093627
1997,8631,"Lucas, OH",436393,1.977804410244894
1998,808,"Madison, OH",43277,1.8670425399172772
1999,3439,"Mahoning, OH",233869,1.4704813378429806
2000,1576,"Marion, OH",65905,2.3913208406038997
2001,2696,"Medina, OH",174915,1.5413200697481633
2002,705,"Meigs, OH",23496,3.0005107252298266
2003,392,"Mercer, OH",40784,0.961161239701844
2004,1714,"Miami, OH",103439,1.6570152457003644
2005,126,"Monroe, OH",14585,0.8639012684264655
2006,10927,"Montgomery, OH",535846,2.0392052940583674
2007,252,"Morgan, OH",14904,1.6908212560386473
2008,1029,"Morrow, OH",35033,2.9372306111380695
2009,1612,"Muskingum, OH",85231,1.891330619140923
2010,227,"Noble, OH",14628,1.5518184304074378
2011,584,"Ottawa, OH",41153,1.419094598206692
2012,482,"Paulding, OH",19254,2.5033759218863616
2013,1026,"Perry, OH",35997,2.850237519793316
2014,1540,"Pickaway, OH",56304,2.7351520318272238
2015,856,"Pike, OH",28367,3.0175908626220607
2016,2543,"Portage, OH",163862,1.55191563632813
2017,983,"Preble, OH",41732,2.3555065657049745
2018,424,"Putnam, OH",34088,1.243839474301807
2019,2287,"Richland, OH",121773,1.8780846328824943
2020,1740,"Ross, OH",77910,2.2333461686561416
2021,1247,"Sandusky, OH",60098,2.0749442577124033
2022,2362,"Scioto, OH",78153,3.0222768159891498
2023,788,"Seneca, OH",55914,1.4093071502664807
2024,714,"Shelby, OH",49192,1.4514555212229632
2025,6032,"Stark, OH",375432,1.60668243516802
2026,8759,"Summit, OH",541824,1.6165766005197262
2027,4372,"Trumbull, OH",206442,2.1177861094157193
2028,1624,"Tuscarawas, OH",92672,1.7524171270718232
2029,862,"Union, OH",53306,1.6170787528608412
2030,529,"Van Wert, OH",28459,1.8588144348009417
2031,624,"Vinton, OH",13276,4.7002109068996685
2032,3157,"Warren, OH",219169,1.4404409382713796
2033,1415,"Washington, OH",61310,2.3079432392758115
2034,1865,"Wayne, OH",115071,1.6207385005779043
2035,769,"Williams, OH",37500,2.0506666666666664
2036,2047,"Wood, OH",129264,1.5835808887238518
2037,421,"Wyandot, OH",22447,1.8755290239230185
2038,799,"Adair, OK",22194,3.6000720915562763
2039,82,"Alfalfa, OK",5847,1.4024285958611253
2040,350,"Atoka, OK",13898,2.5183479637357893
2041,112,"Beaver, OK",5566,2.012217031979878
2042,714,"Beckham, OK",23637,3.020687904556416
2043,243,"Blaine, OK",9720,2.5
2044,1071,"Bryan, OK",44244,2.4206672091131
2045,876,"Caddo, OK",29594,2.960059471514496
2046,2938,"Canadian, OK",126123,2.329472023342293
2047,1501,"Carter, OK",48491,3.0954197686168565
2048,1242,"Cherokee, OK",48017,2.5865839181956387
2049,420,"Choctaw, OK",15045,2.7916251246261217
2050,35,"Cimarron, OK",2335,1.4989293361884368
2051,4637,"Cleveland, OK",269340,1.7216158015890697
2052,166,"Coal, OK",5867,2.829384694051474
2053,2354,"Comanche, OK",124937,1.8841496114041476
2054,164,"Cotton, OK",6152,2.665799739921977
2055,385,"Craig, OK",14672,2.6240458015267176
2056,1897,"Creek, OK",70470,2.691925642117213
2057,667,"Custer, OK",29377,2.270483711747285
2058,1341,"Delaware, OK",41377,3.240930951978152
2059,56,"Dewey, OK",4844,1.1560693641618496
2060,70,"Ellis, OK",4170,1.6786570743405276
2061,724,"Garfield, OK",62267,1.1627346748679075
2062,880,"Garvin, OK",27334,3.2194336723494548
2063,1439,"Grady, OK",53685,2.680450777684642
2064,81,"Grant, OK",4528,1.7888692579505299
2065,279,"Greer, OK",6171,4.521147301895965
2066,51,"Harmon, OK",2869,1.7776228651097945
2067,69,"Harper, OK",3813,1.8095987411487018
2068,532,"Haskell, OK",13052,4.076003677597303
2069,347,"Hughes, OK",13823,2.5103089054474426
2070,574,"Jackson, OK",26088,2.2002453235203925
2071,220,"Jefferson, OK",6432,3.4203980099502482
2072,396,"Johnston, OK",10990,3.603275705186533
2073,865,"Kay, OK",45633,1.8955580391383429
2074,293,"Kingfisher, OK",15276,1.9180413720869336
2075,236,"Kiowa, OK",9341,2.5264960924954503
2076,321,"Latimer, OK",10775,2.9791183294663575
2077,1496,"Le Flore, OK",49774,3.005585245308796
2078,992,"Lincoln, OK",34351,2.8878344153008646
2079,1089,"Logan, OK",44422,2.451488001440728
2080,182,"Love, OK",9742,1.868199548347362
2081,944,"McClain, OK",36511,2.5855221714003997
2082,1212,"McCurtain, OK",33065,3.665507334039014
2083,792,"McIntosh, OK",20493,3.864734299516908
2084,112,"Major, OK",7683,1.4577638943121176
2085,562,"Marshall, OK",15988,3.5151363522641983
2086,1190,"Mayes, OK",40804,2.9163807469855896
2087,346,"Murray, OK",13712,2.5233372228704787
2088,1751,"Muskogee, OK",70303,2.490647625279149
2089,259,"Noble, OK",11446,2.2627992311724623
2090,256,"Nowata, OK",10555,2.425390810042634
2091,297,"Okfuskee, OK",12377,2.3996121838894724
2092,16471,"Oklahoma, OK",755245,2.1808817006401897
2093,1164,"Okmulgee, OK",39438,2.951468127186977
2094,1168,"Osage, OK",47987,2.4339925396461544
2095,902,"Ottawa, OK",32245,2.7973329198325323
2096,477,"Pawnee, OK",16513,2.888633198086356
2097,901,"Payne, OK",79066,1.1395542964105938
2098,1247,"Pittsburg, OK",44703,2.7895219560208484
2099,1132,"Pontotoc, OK",37992,2.9795746472941675
2100,1985,"Pottawatomie, OK",71158,2.789566879338936
2101,372,"Pushmataha, OK",11233,3.311670969464969
2102,32,"Roger Mills, OK",3743,0.8549292011755277
2103,2037,"Rogers, OK",89044,2.2876330802749205
2104,1138,"Seminole, OK",25426,4.475733501140565
2105,1399,"Sequoyah, OK",41218,3.3941481876849924
2106,966,"Stephens, OK",44919,2.1505376344086025
2107,511,"Texas, OK",22081,2.3142067841130385
2108,197,"Tillman, OK",7711,2.554791855790429
2109,12624,"Tulsa, OK",622409,2.028248306178092
2110,2041,"Wagoner, OK",75700,2.6961690885072653
2111,980,"Washington, OK",51577,1.9000717374023306
2112,176,"Washita, OK",11678,1.5071073814009248
2113,152,"Woods, OK",9041,1.6812299524388896
2114,393,"Woodward, OK",21221,1.8519391169124921
2115,234,"Baker, OR",16018,1.4608565363965538
2116,906,"Benton, OR",86591,1.0462981141227148
2117,7333,"Clackamas, OR",388263,1.8886682480689636
2118,895,"Clatsop, OR",37244,2.40307163569971
2119,1403,"Columbia, OR",49344,2.843304150453956
2120,1395,"Coos, OR",62282,2.239812465880993
2121,529,"Crook, OR",20815,2.541436464088398
2122,184,"Curry, OR",22339,0.8236716057119835
2123,2762,"Deschutes, OR",165954,1.6643166178579607
2124,2625,"Douglas, OR",106940,2.454647465868711
2125,68,"Gilliam, OR",1947,3.4925526450950177
2126,77,"Grant, OR",7283,1.057256625017163
2127,84,"Harney, OR",7146,1.1754827875734677
2128,444,"Hood River, OR",22675,1.958103638368247
2129,3659,"Jackson, OR",208545,1.754537390011748
2130,780,"Jefferson, OR",21145,3.688815322771341
2131,2108,"Josephine, OR",83306,2.5304299810337794
2132,1282,"Klamath, OR",65910,1.9450766196328326
2133,81,"Lake, OR",7820,1.0358056265984654
2134,5267,"Lane, OR",356212,1.478613859162521
2135,1018,"Lincoln, OR",46350,2.1963322545846817
2136,2296,"Linn, OR",118765,1.9332294868016673
2137,674,"Malheur, OR",30479,2.2113586403753405
2138,6289,"Marion, OR",323614,1.9433646257578474
2139,313,"Morrow, OR",11336,2.761115031757234
2140,13364,"Multnomah, OR",766135,1.7443400967192466
2141,1206,"Polk, OR",76794,1.5704351902492382
2142,43,"Sherman, OR",1731,2.484113229347198
2143,361,"Tillamook, OR",25317,1.4259193427341312
2144,1356,"Umatilla, OR",76720,1.767466110531804
2145,392,"Union, OR",25652,1.5281459535318884
2146,122,"Wallowa, OR",6814,1.7904314646316408
2147,437,"Wasco, OR",25477,1.715272598814617
2148,9048,"Washington, OR",554996,1.6302820200505952
2149,24,"Wheeler, OR",1381,1.7378711078928313
2150,2018,"Yamhill, OR",100725,2.0034748076445767
2151,2060,"Adams, PA",101546,2.0286372678392057
2152,16826,"Allegheny, PA",1231527,1.366271303836619
2153,1202,"Armstrong, PA",68107,1.7648699839957716
2154,3110,"Beaver, PA",170115,1.8281750580489669
2155,1079,"Bedford, PA",49055,2.199571909081643
2156,8927,"Berks, PA",413521,2.158777909707125
2157,2601,"Blair, PA",126314,2.059154171350761
2158,1087,"Bradford, PA",62316,1.7443353231914756
2159,11345,"Bucks, PA",626976,1.8094791507170929
2160,2225,"Butler, PA",185476,1.199616122840691
2161,2104,"Cambria, PA",140499,1.497519555299326
2162,79,"Cameron, PA",4886,1.6168645108473187
2163,1632,"Carbon, PA",64786,2.5190627604729414
2164,1406,"Centre, PA",155403,0.9047444386530503
2165,7390,"Chester, PA",509468,1.4505327125550573
2166,384,"Clarion, PA",39155,0.9807176605797472
2167,1512,"Clearfield, PA",81174,1.8626653854682533
2168,522,"Clinton, PA",39954,1.3065024778495269
2169,1159,"Columbia, PA",66797,1.7351078641256346
2170,1226,"Crawford, PA",87376,1.4031312946346823
2171,3486,"Cumberland, PA",241212,1.4452017312571512
2172,5264,"Dauphin, PA",270937,1.9428870918331569
2173,12690,"Delaware, PA",561973,2.25811560341867
2174,608,"Elk, PA",31479,1.9314463610661075
2175,5068,"Erie, PA",280294,1.8081014934318966
2176,2713,"Fayette, PA",134999,2.0096445158853027
2177,52,"Forest, PA",7631,0.6814310051107325
2178,2667,"Franklin, PA",152085,1.7536246178124077
2179,269,"Fulton, PA",14670,1.8336741649625086
2180,846,"Greene, PA",37838,2.2358475606533115
2181,816,"Huntingdon, PA",45694,1.785792445397645
2182,1078,"Indiana, PA",87745,1.2285600319106502
2183,803,"Jefferson, PA",44966,1.7857937108037185
